Element,Element Code,Item,Item Code,Year,Value
Food,5142,"Fats, Animals, Raw",2737,2009,169.0
Food,5142,"Fats, Animals, Raw",2737,2010,177.0
Food,5142,"Fats, Animals, Raw",2737,2011,178.0
Food,5142,"Fats, Animals, Raw",2737,2012,166.0
Food,5142,"Fats, Animals, Raw",2737,2013,161.0
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1961,8.59
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1962,8.9
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1963,8.17
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1964,7.78
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1965,7.26
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1966,7.53
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1967,7.52
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1968,7.51
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1969,7.85
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1970,7.24
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1971,6.74
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1972,6.99
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1973,6.83
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1974,7.36
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1975,7.37
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1976,7.04
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1977,7.04
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1978,7.56
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1979,7.39
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1980,7.22
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1981,7.37
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1982,7.44
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1983,7.07
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1984,6.08
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1985,5.74
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1986,5.43
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1987,4.98
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1988,4.88
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1989,5.14
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1990,4.89
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1991,5.11
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1992,5.18
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1993,4.82
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1994,4.32
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1995,4.18
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1996,4.28
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1997,4.12
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1998,4.49
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,1999,4.02
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2000,3.44
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2001,3.21
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2002,3.78
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2003,3.72
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2004,3.42
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2005,3.7
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2006,3.57
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2007,3.21
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2008,2.9
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2009,2.73
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2010,2.83
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2011,2.84
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2012,2.64
Food supply quantity (kg/capita/yr),645,"Fats, Animals, Raw",2737,2013,2.54
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1961,159.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1962,171.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1963,158.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1964,152.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1965,145.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1966,155.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1967,155.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1968,154.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1969,155.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1970,153.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1971,138.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1972,147.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1973,143.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1974,151.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1975,151.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1976,147.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1977,139.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1978,156.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1979,150.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1980,156.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1981,157.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1982,159.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1983,155.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1984,129.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1985,122.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1986,115.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1987,109.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1988,104.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1989,108.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1990,107.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1991,114.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1992,113.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1993,104.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1994,95.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1995,92.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1996,93.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1997,92.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1998,98.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,1999,90.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2000,69.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2001,65.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2002,86.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2003,84.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2004,77.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2005,83.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2006,68.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2007,61.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2008,53.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2009,51.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2010,57.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2011,54.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2012,48.0
Food supply (kcal/capita/day),664,"Fats, Animals, Raw",2737,2013,48.0
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1961,17.83
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1962,19.16
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1963,17.66
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1964,17.03
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1965,16.24
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1966,17.32
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1967,17.37
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1968,17.22
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1969,17.41
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1970,17.11
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1971,15.47
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1972,16.42
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1973,16.0
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1974,16.87
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1975,16.96
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1976,16.47
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1977,15.52
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1978,17.5
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1979,16.85
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1980,17.45
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1981,17.65
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1982,17.79
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1983,17.45
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1984,14.43
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1985,13.63
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1986,12.85
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1987,12.2
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1988,11.67
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1989,12.07
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1990,11.99
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1991,12.82
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1992,12.68
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1993,11.69
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1994,10.66
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1995,10.32
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1996,10.45
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1997,10.3
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1998,11.06
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,1999,10.17
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2000,7.8
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2001,7.31
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2002,9.65
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2003,9.49
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2004,8.63
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2005,9.31
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2006,7.7
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2007,6.83
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2008,6.02
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2009,5.74
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2010,6.39
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2011,6.06
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2012,5.43
Fat supply quantity (g/capita/day),684,"Fats, Animals, Raw",2737,2013,5.36
Food,5142,"Fish, Body Oil",2781,1961,0.0
Food,5142,"Fish, Body Oil",2781,1962,0.0
Food,5142,"Fish, Body Oil",2781,1963,0.0
Food,5142,"Fish, Body Oil",2781,1964,0.0
Food,5142,"Fish, Body Oil",2781,1965,0.0
Food,5142,"Fish, Body Oil",2781,1966,0.0
Food,5142,"Fish, Body Oil",2781,1967,0.0
Food,5142,"Fish, Body Oil",2781,1968,0.0
Food,5142,"Fish, Body Oil",2781,1969,0.0
Food,5142,"Fish, Body Oil",2781,1970,0.0
Food,5142,"Fish, Body Oil",2781,1971,0.0
Food,5142,"Fish, Body Oil",2781,1972,0.0
Food,5142,"Fish, Body Oil",2781,1973,0.0
Food,5142,"Fish, Body Oil",2781,1974,0.0
Food,5142,"Fish, Body Oil",2781,1975,0.0
Food,5142,"Fish, Body Oil",2781,1976,0.0
Food,5142,"Fish, Body Oil",2781,1977,0.0
Food,5142,"Fish, Body Oil",2781,1978,0.0
Food,5142,"Fish, Body Oil",2781,1979,0.0
Food,5142,"Fish, Body Oil",2781,1980,0.0
Food,5142,"Fish, Body Oil",2781,1981,0.0
Food,5142,"Fish, Body Oil",2781,1982,0.0
Food,5142,"Fish, Body Oil",2781,1983,0.0
Food,5142,"Fish, Body Oil",2781,1984,0.0
Food,5142,"Fish, Body Oil",2781,1985,0.0
Food,5142,"Fish, Body Oil",2781,1986,0.0
Food,5142,"Fish, Body Oil",2781,1987,0.0
Food,5142,"Fish, Body Oil",2781,1988,0.0
Food,5142,"Fish, Body Oil",2781,1989,0.0
Food,5142,"Fish, Body Oil",2781,1990,0.0
Food,5142,"Fish, Body Oil",2781,1991,0.0
Food,5142,"Fish, Body Oil",2781,1992,0.0
Food,5142,"Fish, Body Oil",2781,1993,0.0
Food,5142,"Fish, Body Oil",2781,1994,0.0
Food,5142,"Fish, Body Oil",2781,1995,0.0
Food,5142,"Fish, Body Oil",2781,1996,0.0
Food,5142,"Fish, Body Oil",2781,1997,0.0
Food,5142,"Fish, Body Oil",2781,1998,0.0
Food,5142,"Fish, Body Oil",2781,1999,0.0
Food,5142,"Fish, Body Oil",2781,2000,0.0
Food,5142,"Fish, Body Oil",2781,2001,0.0
Food,5142,"Fish, Body Oil",2781,2002,0.0
Food,5142,"Fish, Body Oil",2781,2003,0.0
Food,5142,"Fish, Body Oil",2781,2004,0.0
Food,5142,"Fish, Body Oil",2781,2005,0.0
Food,5142,"Fish, Body Oil",2781,2006,0.0
Food,5142,"Fish, Body Oil",2781,2007,0.0
Food,5142,"Fish, Body Oil",2781,2008,0.0
Food,5142,"Fish, Body Oil",2781,2009,0.0
Food,5142,"Fish, Body Oil",2781,2010,0.0
Food,5142,"Fish, Body Oil",2781,2011,0.0
Food,5142,"Fish, Body Oil",2781,2012,0.0
Food,5142,"Fish, Body Oil",2781,2013,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1961,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1962,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1963,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1964,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1965,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1966,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1967,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1968,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1969,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1970,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1971,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1972,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1973,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1974,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1975,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1976,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1977,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1978,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1979,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1980,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1981,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1982,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1983,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1984,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1985,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1986,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1987,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1988,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1989,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1990,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1991,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1992,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1993,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1994,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1995,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1996,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1997,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1998,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,1999,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2000,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2001,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2002,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2003,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2004,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2005,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2006,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2007,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2008,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2009,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2010,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2011,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2012,0.0
Food supply quantity (kg/capita/yr),645,"Fish, Body Oil",2781,2013,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1961,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1962,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1963,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1964,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1965,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1966,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1967,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1968,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1969,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1970,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1971,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1972,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1973,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1974,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1975,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1976,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1977,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1978,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1979,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1980,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1981,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1982,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1983,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1984,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1985,0.0
Food supply (kcal/capita/day),664,"Fish, Body Oil",2781,1986,0.0
